PCA1,PCA2,PCA3,PCA4
2.55283105290571,-2.50554654828925,0.24027340462958,0.326402712359248
2.02093825684224,-2.0056482796828,-0.107345364287719,-0.807982481534748
3.37765722053097,-1.42837889692336,-0.320007961930103,-0.856844899568157
3.46638051696118,-1.53803366065184,-0.743195554149871,0.581460715917062
4.16102159972206,-1.4679060899872,-0.152588283651622,2.33860961534044
3.30989551770467,-1.09354263586359,-0.156912495649335,-1.67557271832612
3.59259680007607,-1.19747600802368,-0.0654701150486497,-0.445413111138803
3.38353478246951,-1.17909544433084,-0.261746725424041,-0.515192965791914
3.61764922646082,-1.26893146938672,-0.0585578994597985,0.0602584850234407
3.98910645977774,-0.925179766800837,-0.0951523249546268,0.610683435541986
3.68371570445804,-0.966069673934457,-0.062541892667703,-0.202221307626417
3.58008301798359,-0.280512967802052,-0.698096643379106,-0.605095511316233
3.50209369913865,-0.509540539181863,0.0132180303852111,-1.24273350558592
3.38577377985056,-1.47388649424661,-0.495065019664983,-0.728474734003084
3.10548343065651,-0.929181726553002,0.00275384145026995,-1.18790363347173
3.42843343138754,-1.19398806762202,-0.229705516551563,0.36146399375126
3.73142483495567,-0.610447443843124,0.0690411345905191,0.0390339959877618
4.00713582096644,-0.654505737153143,-0.203652560978302,-0.229987575073658
3.5140760888167,-1.05991012496681,-0.125474167792833,-0.414880295896487
3.19934537484329,0.317373949651456,1.42983829718568,0.0144537814341031
3.77699120751036,-0.945008604630633,-0.0143896576280391,-0.00531288121255693
3.95315098585903,-0.861912710780457,-0.613622850462246,-0.546753717479258
3.66125056280798,-0.0521832196776912,-0.19456510556507,0.605669391659977
3.76643041674439,-1.0960920292389,-0.666945493135462,0.387480430302531
3.61127717544695,1.24705859002976,1.91818812822798,-1.46447892964984
3.24538594464941,-0.902649849343429,0.158124722720957,0.364844334150037
3.33361618136674,0.572643025502812,0.699304727081498,-1.32734572055014
3.92788988398284,-0.261511771603264,-0.279389616879888,-0.405399867484961
3.8871974050385,-0.932914480864216,-0.39327601375437,0.908768201159794
3.68740129535898,-1.08449296097026,0.00187251501055574,0.49515524837473
3.3962072275946,-0.865716147482775,-0.621810685673589,-1.31636613317971
3.6394797051641,-1.14068021804837,-0.367495119614983,-0.861820367517898
