PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20
-9.95186170048268,4.4898718182023,-3.40171372478759,-2.49798025346926,-5.68280973981144,-2.25470754009623,5.04713553677113,1.53329000095442,1.3910237779663,-1.81323847125639,-0.152034970082939,-0.896820167335213,1.55573064214844,2.78655852358768,1.92483703009863,-3.48016782924549,-1.3964518339936,0.558574801014965,3.13531067953425,-1.02085471436028
-8.86785360118767,5.2054983102585,-3.98129713244263,-3.09078451729335,-3.44577639644139,-2.04746704073448,0.410335739320342,1.56630143185723,-2.22663627381213,1.41683500483957,7.38876531181072,0.946414424835734,0.436151337714611,0.457859475790022,1.41041806374508,-0.50451786320796,-0.681527126070748,6.19385318145513,-0.00131959606154095,-1.07816240493626
-4.75579681677229,5.41366989722839,-6.17866368237374,-1.77486848553959,-2.78375992048021,-1.28191827269202,1.66451708415997,0.770919825728453,1.12651421781087,-4.2989946592866,-0.437202885833215,-3.02093901371549,5.00465397882644,-1.61451062594811,-1.82364406361076,2.06963047803175,-1.26419980169972,-0.0484310297061426,0.600194925945334,0.494435937613583
-6.28534918636554,6.90560671849509,-6.35467105612289,-3.08762399670871,-5.14911151753106,-1.48060163768181,3.81287596746652,-3.02896704399321,-0.674517002808552,1.03064584267591,-1.98314962606557,0.63465350920415,-0.617668940460182,1.7656176325314,-0.329810168255229,-0.537720219114388,-0.295425842549224,-2.15451814774927,-1.476076931816,2.22642872435094
-5.00260603127265,7.95738466564998,-7.19604530249861,-1.69562448733279,-1.84402968688502,-4.83493817225724,0.351524205027685,-0.147091572826813,-7.83034512096632,-1.2844281960962,-5.29151076320278,7.97468409555633,0.87757540876263,-2.01280338430989,1.395973434041,-0.509072430372261,4.15622316102565,0.903766918328195,0.500126101176479,0.188087234951627
-4.86185127614238,7.34499447138266,-6.08701348227059,-3.17247298423742,0.945625814233355,0.874938177198848,0.76316997457599,1.40949587035215,4.08596681826255,3.3533100507939,2.64531559745043,0.173351076030827,0.90292007692375,1.71623892203007,-1.12765045060207,0.215239226542111,1.89880854357139,0.492007323372891,0.217631709519714,1.13407540560582
-2.66360674023903,4.68388131559739,-7.02849158648864,0.218264357717625,-3.43875188623163,7.96936587927039,1.98131114794858,-4.24263546029581,-6.03057244753572,-2.86934101829881,-2.44550865405706,0.776094459348895,-5.71698008847006,0.79136417018245,1.85720094494153,2.65969253349766,-4.01322712865616,-3.29629437384096,1.89465092244723,-0.134713495957377
-5.13293814538222,5.50008852998991,-6.18012430663225,-1.27868758310603,-5.80756391650184,-2.70630612822007,5.15358757205588,-1.90576528417125,0.979616903816625,-2.443788830608,-0.261965837446865,0.969267704571367,0.72702749728834,1.39831217630629,0.0351128289029762,5.14507587462724,1.86472436411597,-2.19419828660963,-3.33852214175101,2.58791000718377
-6.10521595583498,8.67363901591928,-5.05322316068644,-4.3094461310022,-1.09858889627129,-1.54393059146293,1.54120960201842,0.206413212263448,3.43612067494168,1.19099349765014,0.0122467549387742,0.760141872025611,-2.01805457161154,0.97534578189603,-1.35941113039151,-2.79465115830362,-1.59695179183116,0.69230187053668,0.480355779555279,-2.65101584688606
-5.28930423706739,8.88052259852604,-5.57342504494144,-3.97675390958569,0.73723737631182,-0.595420359209012,-2.19663877819822,1.47171766573345,0.424652484482351,0.657450980202102,-0.22050824073341,0.586417395174121,-2.28154733916564,-0.0576994337800664,-1.58484681764752,-0.940631167854382,-3.26171087416128,1.82950818293501,-0.467590099454287,1.04156254780683
-4.61341952193619,8.23366797782653,-7.01598118504198,-2.57742040650642,3.01387096741038,0.493939404594447,-2.31189380015347,3.39440273777427,5.43783179304475,0.00685809211503544,3.00400154845884,1.20433433875769,1.49911262228072,3.25010477282002,-0.136694197648274,1.29947047837777,2.10534449937,1.95965363913562,1.12446872179261,-0.730954826822753
-1.34918129716843,10.3911085065838,-1.99013776725412,-5.00439709817539,2.23391467088863,-0.679460001049318,0.153726228145778,0.956869741239502,-0.225509787779877,3.38368627386924,-1.5715290186047,4.7020263641568,-3.71211312709823,-3.60335831135915,-3.06238214458368,2.28831506981463,-0.184313003664129,-0.294898605977863,-2.30803917212306,-2.43401183397045
-3.90326300867507,8.12022103777522,-5.25211217876759,-3.75993278275622,4.14137948119868,-0.605986192806077,-1.36756067298883,2.95771241042052,3.65620183051283,-0.320972028658339,0.467025582891232,-0.520292506817452,-1.90567499594842,0.0765826877758641,2.76489029707931,0.374824567512596,2.88326741767267,-1.44184017328786,1.45574343512012,3.68527512335099
-5.37228232291787,4.74906285188101,-4.60757132280166,-0.0920519229063155,-4.97208784508135,-1.30832187380544,4.32724488462167,-2.07929086869427,5.13973065321606,-2.15937402496419,0.287324119255448,-3.71205796502424,3.26160240954126,3.73221903599884,0.814228144710368,1.64769247730144,-0.269574936688319,-1.43511902686763,2.12370056323084,-1.2360035564503
-5.18635757568343,5.55833741212033,-5.32185065840475,-1.52539706763174,-2.97309665647023,-3.63395500692257,4.61771481735405,1.59403467980885,1.67017588242185,-6.60839580296526,0.717301224128311,0.251470113029196,2.1027674005725,-0.926484693718376,-2.44410182423946,2.87160742808765,5.12304156265489,-1.13961466639411,-1.1159284502088,-0.743439213907152
-3.20086477589474,6.17812707209177,-7.97840372397578,-0.640704257116842,2.3190312282373,11.4767140434023,-2.30095264485443,-6.94601824634291,-3.96064216167221,1.47715292289329,1.15420023897202,-1.35687910819323,-1.19229588693229,-2.25831573071864,2.8267764849673,-1.09649290135958,3.10246311176237,0.185670119429728,-1.51572253339141,-2.72461965845471
1.44177445654022,11.7724908790852,1.75688538764477,-4.47640898682499,2.76290188144402,0.473773075752277,-0.100520818540444,6.87989988825025,-0.241119517011893,4.78328533795911,-0.346843649915406,2.4547110786722,1.65795270335134,-0.973263907618822,-0.317176619973377,3.30328243012332,-3.91183073253014,-3.98698825550329,1.00797751539187,0.213159458976774
-3.54761047580888,7.99697058912864,-5.54068832825797,-2.08119040003255,-0.959749494200484,1.46376958272408,-0.532461857477299,-1.61272881309401,2.43934295268563,2.50777375781532,-0.22157655380452,-1.55883738332788,-0.818278716347921,3.38036137125695,-2.96273899737761,-3.16006145084492,3.68023900286956,0.758148589671211,-2.59645682587062,-3.79850184041031
-5.07027028966646,7.85894109708534,-5.30786183556953,-3.71145016947202,1.72493457250101,3.05360734034737,0.470306662811865,1.79155345970976,3.54049431771237,-1.14470358362417,2.07637844547607,-1.00240033297767,-1.10659383416105,-1.80422741750854,0.955295491772354,-3.04144298538615,-3.79369757438864,-3.42018892932936,1.33001784180634,-1.94218440630014
3.3113795445102,10.9155039408685,6.23483014560472,-8.59726447385744,5.04189438465289,-6.7138692803184,-6.6922915020528,-4.40944220961921,-2.47039685090204,-2.09227434724633,1.54245595532275,2.59843318530993,2.36365136547368,0.0453752570494193,-0.727052417723841,-1.43394918831366,-1.01100506218992,0.742424929303262,2.02480523682146,0.058480327973769
-2.63956559504959,7.83780209674574,-5.86704287609082,-0.720055517629217,2.74528791335389,5.11286330210014,-1.68158642900176,-3.88503656313349,-4.18905889606429,1.08166727208771,0.891714697515385,-2.09598568682251,-0.547412286893701,-0.191984159781968,0.132924730882344,-1.93679857556654,1.63945711612632,-0.398690990048357,0.0295223914431897,1.6469641946218
-3.08561646767848,7.64252831216715,-4.80074343550639,-1.0547471019397,0.66704064774772,1.18795817398135,1.62219413354193,0.531148363566558,2.97208030739578,0.604699139891157,-1.29966350594853,-6.57652328964193,-0.387859168828229,-0.958322085402512,-3.537544951424,-0.444470017157705,2.34440163948708,1.66988939862541,-2.31180839827974,3.07781407720955
-0.981090528128238,6.37349121390986,-2.70199438588199,1.24451687157018,-1.70982104252496,1.24501558443864,3.57672210542182,1.98048981107794,-2.53421310501721,-4.1924718186339,-3.70342072569908,-4.22843969556682,0.636037338860928,-4.83844211110097,1.94773952105805,-1.54764734411476,-3.33250727973515,2.77105192103262,-0.127600712657612,3.47280741209395
